X	EAF2	SPIB	KLF1	POU2F2	IKZF3	SPI1	BCL11A	IKZF1	IRF5	IRF8	NFE2	BTG2	AKNA	TCF7	GFI1B	KLF2	JUNB	GATA1	TAL1	MYB
PM.PS.0012.T.genes.results	 2.65471193	17.21423356	 0.01705700	 0.34868153	 2.19504222	 1.78001602	 1.17310021	 3.29975933	 1.45591881	 6.13790983	 0.04942553	 8.92443792	 4.51398678	 0.55156849	 0.22368616	 0.88205436	39.24716349	 0.01705700	 0.14223945	11.87692291
PM.PS.0022.T.genes.results	 3.299759333	 2.195042217	 0.182962808	 0.037275687	 0.551568493	 1.314509509	 6.137909825	 1.314509509	 1.780016019	11.876922914	 0.182962808	 8.924437921	 4.513986777	 2.654711932	 0.008988151	 0.882054361	17.214233557	 0.037275687	 0.348681526	39.247163493
PM.PS.0023.T.genes.results	 3.906873055	 0.348681526	 0.025125843	 0.223686163	 0.882054361	 1.780016019	 3.906873055	 1.455918811	 2.654711932	 8.924437921	 0.095832492	17.214233557	 6.137909825	 2.195042217	 0.551568493	 1.173100207	39.247163493	 0.008988151	 0.095832492	11.876922914
PM.PU.0002.T.genes.results	 6.137909825	 1.173100207	 0.008988151	 0.142239454	 2.195042217	 1.780016019	 1.455918811	 3.299759333	 0.882054361	 8.924437921	 0.025125843	11.876922914	 4.513986777	 0.551568493	 0.223686163	 2.654711932	39.247163493	 0.049425531	 0.348681526	17.214233557
PM.PU.1015.T.genes.results	 2.195042217	 0.142239454	 0.025125843	 0.551568493	 0.882054361	 2.654711932	 4.513986777	 1.173100207	 1.780016019	17.214233557	 0.223686163	 8.924437921	 3.299759333	 1.455918811	 0.049425531	 6.137909825	39.247163493	 0.008988151	 0.348681526	11.876922914
PM.AU.0030.T.genes.results	 8.924437921	 0.223686163	 0.142239454	 0.348681526	 4.513986777	 3.299759333	 1.173100207	 2.654711932	 1.455918811	17.214233557	 0.049425531	 6.137909825	 2.195042217	 0.882054361	 0.025125843	 1.780016019	39.247163493	 0.008988151	 0.551568493	11.876922914
PM.AU.0078.T.genes.results	 2.65471193	 0.55156849	 0.01705700	 0.34868153	 1.17310021	 4.51398678	 0.88205436	 2.19504222	 1.78001602	 6.13790983	 0.14223945	17.21423356	 3.29975933	 1.45591881	 0.04942553	 8.92443792	39.24716349	 0.01705700	 0.22368616	11.87692291
PM.AU.0071.T.genes.results	 2.19504222	 0.14223945	 0.04942553	 0.55156849	 0.88205436	 2.65471193	 6.13790983	 1.45591881	 1.17310021	 8.92443792	 0.22368616	11.87692291	 3.29975933	 4.51398678	 0.01705700	 1.78001602	39.24716349	 0.01705700	 0.34868153	17.21423356
PM.AU.0020.T.genes.results	 1.173100207	 0.223686163	 0.008988151	 0.551568493	 0.882054361	 4.513986777	 2.654711932	 1.780016019	 1.455918811	17.214233557	 0.049425531	11.876922914	 3.299759333	 2.195042217	 0.348681526	 6.137909825	39.247163493	 0.025125843	 0.142239454	 8.924437921
PM.AU.0079.T.genes.results	 2.654711932	 0.882054361	 0.025125843	 0.348681526	 2.195042217	 1.780016019	 4.513986777	 3.299759333	 0.551568493	11.876922914	 0.142239454	 8.924437921	 6.137909825	 1.455918811	 0.049425531	 1.173100207	39.247163493	 0.008988151	 0.223686163	17.214233557
PM.AS.0038.T.genes.results	 6.137909825	 0.551568493	 0.008988151	 0.348681526	 1.455918811	 2.654711932	 1.780016019	 2.195042217	 1.173100207	 8.924437921	 0.025125843	17.214233557	 3.299759333	 0.882054361	 0.142239454	 4.513986777	39.247163493	 0.049425531	 0.223686163	11.876922914
PM.PU.1005.T.genes.results	 3.29975933	 4.51398678	 0.02512584	 0.55156849	 1.78001602	 0.88205436	 1.45591881	 2.19504222	 1.17310021	11.87692291	 0.02512584	 6.13790983	17.21423356	 0.34868153	 0.22368616	 2.65471193	39.24716349	 0.02512584	 0.14223945	 8.92443792
PM.AA.0052.T.genes.results	 2.65471193	 0.22368616	 0.02512584	 0.88205436	 0.55156849	 3.29975933	 6.13790983	 1.17310021	 1.78001602	11.87692291	 0.14223945	 8.92443792	 4.51398678	 2.19504222	 0.02512584	 1.45591881	39.24716349	 0.02512584	 0.34868153	17.21423356
PM.AU.0057.T.genes.results	 6.137909825	 0.348681526	 0.025125843	 0.049425531	 1.780016019	 1.455918811	 4.513986777	 2.195042217	 1.173100207	14.545578235	 0.551568493	 8.924437921	 3.299759333	 2.654711932	 0.142239454	 0.882054361	14.545578235	 0.008988151	 0.223686163	39.247163493
PM.PS.0050.T.genes.results	 6.13790983	 0.28618384	 0.04942553	 0.55156849	 1.45591881	 1.78001602	 3.29975933	 2.19504222	 1.17310021	 8.92443792	 0.28618384	17.21423356	 2.65471193	 4.51398678	 0.01705700	 0.88205436	11.87692291	 0.01705700	 0.14223945	39.24716349
PM.AU.0018.T.genes.results	 6.13790983	 0.34868153	 0.03727569	 0.55156849	 1.17310021	 2.19504222	 3.29975933	 1.17310021	 1.17310021	11.87692291	 0.03727569	 8.92443792	 1.78001602	 2.65471193	 0.03727569	 4.51398678	39.24716349	 0.03727569	 0.22368616	17.21423356
PM.PS.0030.T.genes.results	 1.455918811	 0.348681526	 0.049425531	 0.551568493	 0.882054361	 2.195042217	 3.299759333	 1.780016019	 2.654711932	 6.137909825	 0.142239454	11.876922914	 8.924437921	 4.513986777	 0.025125843	 1.173100207	17.214233557	 0.008988151	 0.223686163	39.247163493
PM.PU.1008.T.genes.results	 6.137909825	 0.551568493	 0.008988151	 0.348681526	 1.780016019	 2.654711932	 0.882054361	 3.299759333	 1.455918811	 8.924437921	 0.142239454	17.214233557	 4.513986777	 1.173100207	 0.049425531	 2.195042217	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AA.0062.T.genes.results	 6.137909825	 0.223686163	 0.008988151	 0.551568493	 1.173100207	 3.299759333	 4.513986777	 1.780016019	 2.195042217	11.876922914	 0.348681526	 8.924437921	 2.654711932	 0.882054361	 0.049425531	 1.455918811	39.247163493	 0.025125843	 0.142239454	17.214233557
PM.AS.0002.T.genes.results	17.214233557	 0.551568493	 0.037275687	 0.037275687	 1.987529118	 1.987529118	 4.513986777	 1.173100207	 0.882054361	 6.137909825	 0.142239454	11.876922914	 2.977235633	 1.455918811	 0.286183845	 2.977235633	39.247163493	 0.008988151	 0.286183845	 8.924437921
PM.AU.0042.T.genes.results	 4.513986777	 1.987529118	 0.025125843	 0.348681526	 2.654711932	 0.551568493	 3.299759333	 1.987529118	 1.455918811	39.247163493	 0.223686163	 8.924437921	 6.137909825	 1.027577284	 0.049425531	 1.027577284	17.214233557	 0.008988151	 0.142239454	11.876922914
PM.PS.0005.T.genes.results	 6.13790983	 1.17310021	 0.18296281	 0.34868153	 2.65471193	 2.19504222	 1.45591881	 3.29975933	 0.55156849	39.24716349	 0.04942553	 8.92443792	 4.51398678	 1.78001602	 0.01705700	 0.88205436	17.21423356	 0.01705700	 0.18296281	11.87692291
PM.AA.0055.T.genes.results	 4.513986777	 1.173100207	 0.008988151	 0.348681526	 2.654711932	 1.455918811	 1.780016019	 3.299759333	 0.551568493	 8.924437921	 0.049425531	17.214233557	 6.137909825	 0.882054361	 0.142239454	 2.195042217	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AU.0060.T.genes.results	 1.78001602	 0.02512584	 0.14223945	 0.55156849	 0.88205436	 3.29975933	 6.13790983	 1.17310021	 2.19504222	11.87692291	 0.22368616	 8.92443792	 4.51398678	 2.65471193	 0.02512584	 1.45591881	39.24716349	 0.02512584	 0.34868153	17.21423356
PM.AU.0076.T.genes.results	 1.455918811	 0.142239454	 0.049425531	 0.450125010	 1.173100207	 3.299759333	 4.513986777	 1.780016019	 6.137909825	39.247163493	 0.450125010	 8.924437921	 2.195042217	 2.654711932	 0.008988151	 0.882054361	11.876922914	 0.025125843	 0.223686163	17.214233557
PM.PB.1034.T.genes.results	 4.513986777	 0.223686163	 0.008988151	 0.348681526	 1.173100207	 1.780016019	 1.455918811	 3.299759333	 2.195042217	11.876922914	 0.142239454	 8.924437921	 6.137909825	 2.654711932	 0.049425531	 0.551568493	39.247163493	 0.025125843	 0.882054361	17.214233557
PM.PS.0002.T.genes.results	 6.137909825	 0.348681526	 0.008988151	 0.551568493	 0.882054361	 2.654711932	 1.780016019	 1.173100207	 2.195042217	 8.924437921	 0.223686163	11.876922914	 4.513986777	 3.299759333	 0.142239454	 1.455918811	39.247163493	 0.025125843	 0.049425531	17.214233557
PM.AU.0064.T.genes.results	 1.987529118	 0.142239454	 0.025125843	 0.348681526	 0.882054361	 1.455918811	 4.513986777	 1.987529118	 1.173100207	 8.924437921	 0.551568493	17.214233557	 6.137909825	 2.654711932	 0.049425531	 3.299759333	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.AU.0068.T.genes.results	 1.78001602	 0.04942553	 0.01705700	 0.55156849	 0.34868153	 2.19504222	 6.13790983	 0.88205436	 3.29975933	11.87692291	 1.45591881	17.21423356	 2.65471193	 4.51398678	 0.22368616	 1.17310021	39.24716349	 0.01705700	 0.14223945	 8.92443792
PM.PS.0013.T.genes.results	 1.780016019	 0.223686163	 0.025125843	 0.551568493	 0.882054361	 4.513986777	 2.654711932	 3.299759333	 1.455918811	 8.924437921	 0.142239454	17.214233557	 6.137909825	 1.173100207	 0.049425531	 2.195042217	39.247163493	 0.008988151	 0.348681526	11.876922914
PM.AS.0003.T.genes.results	11.87692291	 0.55156849	 0.22368616	 0.02512584	 0.88205436	 2.19504222	 4.51398678	 1.17310021	 1.61796741	39.24716349	 0.22368616	 6.13790983	 2.65471193	 1.61796741	 0.02512584	 3.29975933	 8.92443792	 0.02512584	 0.22368616	17.21423356
PM.PS.0044.T.genes.results	 6.13790983	 0.55156849	 0.14223945	 0.22368616	 1.45591881	 2.19504222	 3.29975933	 1.78001602	 1.17310021	11.87692291	 0.02512584	 8.92443792	 4.51398678	 2.65471193	 0.02512584	 0.88205436	17.21423356	 0.02512584	 0.34868153	39.24716349
PM.AS.0042.T.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.095832492	 0.348681526	 2.654711932	 3.299759333	 1.173100207	 2.195042217	 8.924437921	 0.025125843	17.214233557	 1.780016019	 0.882054361	 0.551568493	 1.455918811	39.247163493	 0.095832492	 0.223686163	11.876922914
PM.PS.0011.T.genes.results	 4.51398678	 0.55156849	 0.01705700	 0.34868153	 1.78001602	 2.65471193	 1.17310021	 6.13790983	 0.88205436	17.21423356	 0.22368616	11.87692291	 3.29975933	 2.19504222	 0.04942553	 1.45591881	39.24716349	 0.01705700	 0.14223945	 8.92443792
PM.PS.0037.T.genes.results	 3.299759333	11.876922914	 0.008988151	 0.348681526	 2.654711932	 1.173100207	 1.780016019	 2.195042217	 0.882054361	 6.137909825	 0.049425531	 8.924437921	 4.513986777	 0.551568493	 0.223686163	 1.455918811	39.247163493	 0.025125843	 0.142239454	17.214233557
PM.AU.0001.T.genes.results	 1.173100207	 0.142239454	 0.049425531	 0.882054361	 0.348681526	 8.924437921	 1.455918811	 1.780016019	 2.195042217	17.214233557	 0.223686163	11.876922914	 2.654711932	 3.299759333	 0.008988151	 6.137909825	39.247163493	 0.025125843	 0.551568493	 4.513986777
PM.AS.0041.T.genes.results	 1.780016019	 0.223686163	 0.142239454	 0.348681526	 1.173100207	 2.195042217	 4.513986777	 1.455918811	 0.882054361	11.876922914	 0.037275687	 8.924437921	 6.137909825	 3.299759333	 0.008988151	 2.654711932	17.214233557	 0.037275687	 0.551568493	39.247163493
PM.AA.0053.T.genes.results	 1.173100207	 0.348681526	 0.025125843	 0.223686163	 0.551568493	 1.455918811	 1.780016019	 0.882054361	 2.654711932	11.876922914	 4.513986777	17.214233557	 6.137909825	 3.299759333	 0.049425531	 2.195042217	39.247163493	 0.008988151	 0.142239454	 8.924437921
PM.AU.0083.T.genes.results	 1.45591881	 0.22368616	 0.01705700	 0.55156849	 0.88205436	 6.13790983	 1.78001602	 2.42487707	 3.29975933	 8.92443792	 0.14223945	11.87692291	 4.51398678	 2.42487707	 0.04942553	 1.17310021	39.24716349	 0.01705700	 0.34868153	17.21423356
PM.AS.0013.T.genes.results	 6.137909825	 0.142239454	 0.008988151	 0.551568493	 0.348681526	 3.299759333	 4.513986777	 0.882054361	 1.173100207	17.214233557	 2.195042217	11.876922914	 1.780016019	 1.455918811	 0.049425531	 2.654711932	39.247163493	 0.025125843	 0.223686163	 8.924437921
PM.AU.0062.T.genes.results	 4.51398678	 0.22368616	 0.01705700	 0.45012501	 3.29975933	 1.45591881	 1.78001602	 2.19504222	 0.88205436	11.87692291	 0.04942553	 8.92443792	 6.13790983	 2.65471193	 0.45012501	 1.17310021	17.21423356	 0.01705700	 0.14223945	39.24716349
PM.PS.0018.T.genes.results	 2.654711932	 0.882054361	 0.008988151	 0.348681526	 0.551568493	 2.195042217	 6.137909825	 1.173100207	 1.780016019	11.876922914	 0.142239454	 8.924437921	 4.513986777	 3.299759333	 0.049425531	 1.455918811	17.214233557	 0.025125843	 0.223686163	39.247163493
PM.AU.0008.T.genes.results	 2.654711932	 0.142239454	 0.037275687	 0.551568493	 0.882054361	 2.195042217	 1.780016019	 1.455918811	 1.173100207	 8.924437921	 0.348681526	17.214233557	 3.299759333	 4.513986777	 0.008988151	 6.137909825	39.247163493	 0.037275687	 0.223686163	11.876922914
PM.AS.0036.T.genes.results	17.214233557	 2.195042217	 0.142239454	 0.551568493	 1.780016019	 3.299759333	 0.348681526	 2.654711932	 1.173100207	11.876922914	 0.025125843	 8.924437921	 1.455918811	 0.882054361	 0.049425531	 6.137909825	39.247163493	 0.008988151	 0.223686163	 4.513986777
PM.PS.0048.T.genes.results	 2.195042217	 0.223686163	 0.025125843	 0.348681526	 0.882054361	 2.654711932	 4.513986777	 1.455918811	 1.173100207	11.876922914	 0.142239454	 8.924437921	 6.137909825	 1.780016019	 0.049425531	 3.299759333	39.247163493	 0.008988151	 0.551568493	17.214233557
PM.PU.1006.T.genes.results	 1.780016019	 0.142239454	 0.049425531	 0.882054361	 0.551568493	 4.513986777	 3.299759333	 1.173100207	 1.455918811	11.876922914	 0.348681526	 8.924437921	 6.137909825	 2.654711932	 0.025125843	 2.195042217	39.247163493	 0.008988151	 0.223686163	17.214233557
PM.AU.0012.T.genes.results	 1.780016019	 1.173100207	 0.025125843	 0.223686163	 1.455918811	 4.513986777	 3.299759333	 2.195042217	 0.551568493	17.214233557	 0.049425531	11.876922914	 6.137909825	 0.882054361	 0.142239454	 2.654711932	39.247163493	 0.008988151	 0.348681526	 8.924437921
PM.AU.0034.T.genes.results	 2.195042217	 0.882054361	 0.008988151	 0.348681526	 1.780016019	 2.654711932	 1.173100207	 3.299759333	 1.455918811	 8.924437921	 0.095832492	17.214233557	 6.137909825	 0.551568493	 0.095832492	 4.513986777	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AS.0015.T.genes.results	 3.299759333	 0.142239454	 0.025125843	 0.348681526	 0.882054361	 6.137909825	 1.173100207	 1.455918811	 2.195042217	11.876922914	 0.551568493	17.214233557	 2.654711932	 1.780016019	 0.223686163	 4.513986777	39.247163493	 0.008988151	 0.049425531	 8.924437921
PM.AU.0043.T.genes.results	 8.924437921	 3.299759333	 0.025125843	 0.348681526	 2.654711932	 2.195042217	 1.173100207	 4.513986777	 1.455918811	17.214233557	 0.223686163	11.876922914	 1.780016019	 0.551568493	 0.008988151	 6.137909825	39.247163493	 0.049425531	 0.142239454	 0.882054361
PM.AU.0054.T.genes.results	17.21423356	 0.55156849	 0.09583249	 0.22368616	 4.51398678	 2.19504222	 1.78001602	 2.65471193	 1.02757728	 6.13790983	 0.34868153	11.87692291	 3.29975933	 1.45591881	 0.01705700	 1.02757728	 8.92443792	 0.01705700	 0.09583249	39.24716349
PM.AS.0030.T.genes.results	 3.29975933	 0.22368616	 0.04942553	 0.88205436	 0.55156849	 4.51398678	 6.13790983	 1.17310021	 1.78001602	 8.92443792	 0.14223945	11.87692291	 1.45591881	 2.19504222	 0.01705700	 2.65471193	39.24716349	 0.01705700	 0.34868153	17.21423356
PM.AS.0032.T.genes.results	 2.65471193	 0.34868153	 0.09583249	 0.09583249	 0.55156849	 1.45591881	 8.92443792	 0.88205436	 1.78001602	11.87692291	 1.17310021	 4.51398678	 3.29975933	 6.13790983	 0.01705700	 2.19504222	39.24716349	 0.01705700	 0.22368616	17.21423356
PM.AU.0029.T.genes.results	 6.137909825	 0.142239454	 0.049425531	 0.450125010	 0.882054361	 1.780016019	 4.513986777	 1.314509509	 1.314509509	11.876922914	 0.223686163	 8.924437921	 2.654711932	 3.299759333	 0.008988151	 2.195042217	39.247163493	 0.025125843	 0.450125010	17.214233557
PM.PS.0032.T.genes.results	 2.65471193	 0.14223945	 0.04942553	 0.88205436	 0.34868153	 4.51398678	 3.29975933	 1.17310021	 1.78001602	 6.13790983	 0.55156849	11.87692291	 2.19504222	 8.92443792	 0.01705700	 1.45591881	17.21423356	 0.01705700	 0.22368616	39.24716349
PM.AU.0028.T.genes.results	 6.137909825	 0.551568493	 0.025125843	 0.348681526	 1.173100207	 2.654711932	 2.195042217	 3.299759333	 0.882054361	11.876922914	 0.142239454	17.214233557	 4.513986777	 1.780016019	 0.049425531	 1.455918811	39.247163493	 0.008988151	 0.223686163	 8.924437921
PM.AU.0061.T.genes.results	 6.13790983	 0.55156849	 0.04942553	 0.22368616	 1.45591881	 4.51398678	 2.65471193	 1.78001602	 2.19504222	39.24716349	 0.14223945	 8.92443792	 3.29975933	 0.88205436	 0.01705700	 1.17310021	17.21423356	 0.01705700	 0.34868153	11.87692291
PM.AU.0047.T.genes.results	 6.137909825	 0.348681526	 0.025125843	 0.551568493	 1.455918811	 3.299759333	 2.654711932	 1.987529118	 0.882054361	11.876922914	 0.223686163	 8.924437921	 4.513986777	 1.987529118	 0.049425531	 1.173100207	39.247163493	 0.008988151	 0.142239454	17.214233557
PM.PS.0026.T.genes.results	 3.299759333	 0.182962808	 0.025125843	 0.882054361	 0.551568493	 6.137909825	 1.455918811	 1.780016019	 2.195042217	 8.924437921	 0.348681526	17.214233557	 4.513986777	 1.173100207	 0.049425531	 2.654711932	39.247163493	 0.008988151	 0.182962808	11.876922914
PM.AS.0008.T.genes.results	 1.780016019	 0.142239454	 0.008988151	 0.882054361	 1.173100207	 1.455918811	 6.137909825	 0.551568493	 4.513986777	11.876922914	 0.223686163	 8.924437921	 3.299759333	 2.654711932	 0.037275687	 2.195042217	39.247163493	 0.037275687	 0.348681526	17.214233557
PM.PU.0001.T.genes.results	 1.780016019	 0.049425531	 0.142239454	 0.348681526	 0.882054361	 2.195042217	 2.654711932	 1.173100207	 6.137909825	 8.924437921	 0.025125843	17.214233557	 4.513986777	 3.299759333	 0.551568493	 1.455918811	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.AA.0056.T.genes.results	 1.455918811	 0.142239454	 0.008988151	 0.348681526	 1.173100207	 4.513986777	 0.882054361	 2.654711932	 2.195042217	 8.924437921	 0.551568493	17.214233557	 3.299759333	 1.780016019	 0.049425531	11.876922914	39.247163493	 0.025125843	 0.223686163	 6.137909825
PM.AU.0011.T.genes.results	11.87692291	 0.55156849	 0.01705700	 0.34868153	 0.88205436	 1.78001602	 2.42487707	 2.42487707	 1.17310021	 6.13790983	 0.04942553	17.21423356	 3.29975933	 1.45591881	 0.18296281	 4.51398678	39.24716349	 0.01705700	 0.18296281	 8.92443792
PM.AU.0003.T.genes.results	 8.92443792	 0.22368616	 0.01705700	 1.45591881	 1.02757728	 6.13790983	 1.78001602	 2.19504222	 2.65471193	11.87692291	 0.34868153	17.21423356	 3.29975933	 0.14223945	 0.04942553	 4.51398678	39.24716349	 0.01705700	 0.55156849	 1.02757728
PM.AS.0018.T.genes.results	 2.654711932	 1.173100207	 0.008988151	 0.142239454	 0.882054361	 4.513986777	 2.195042217	 1.455918811	 1.780016019	11.876922914	 0.025125843	 8.924437921	 6.137909825	 0.551568493	 0.223686163	 3.299759333	39.247163493	 0.049425531	 0.348681526	17.214233557
PM.PB.1041.T.genes.results	 2.654711932	 0.286183845	 0.025125843	 0.142239454	 0.882054361	 1.173100207	 2.195042217	 1.455918811	 1.780016019	11.876922914	 0.286183845	 8.924437921	 4.513986777	 3.299759333	 0.049425531	 6.137909825	39.247163493	 0.008988151	 0.551568493	17.214233557
PM.AU.0084.T.genes.results	 6.137909825	 0.551568493	 0.008988151	 0.348681526	 1.780016019	 4.513986777	 1.455918811	 2.654711932	 1.173100207	 8.924437921	 0.025125843	17.214233557	 3.299759333	 0.882054361	 0.142239454	 2.195042217	39.247163493	 0.049425531	 0.223686163	11.876922914
PM.AS.0024.T.genes.results	 6.137909825	 0.049425531	 0.025125843	 0.551568493	 0.882054361	 4.513986777	 1.780016019	 1.173100207	 2.195042217	 8.924437921	 0.348681526	17.214233557	 1.455918811	 2.654711932	 0.142239454	 3.299759333	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.AU.0067.T.genes.results	 6.13790983	 0.88205436	 0.01705700	 0.34868153	 1.45591881	 4.51398678	 1.78001602	 2.65471193	 1.17310021	11.87692291	 0.14223945	 8.92443792	 3.29975933	 0.55156849	 0.04942553	 2.19504222	39.24716349	 0.01705700	 0.22368616	17.21423356
PM.AS.0039.T.genes.results	 8.924437921	 0.551568493	 0.223686163	 0.142239454	 0.551568493	 2.195042217	 4.513986777	 1.455918811	 1.173100207	11.876922914	 0.037275687	 6.137909825	 2.654711932	 1.780016019	 0.008988151	 3.299759333	39.247163493	 0.037275687	 0.551568493	17.214233557
PM.PS.0034.T.genes.results	 4.513986777	 0.223686163	 0.037275687	 0.348681526	 0.551568493	 2.195042217	 8.924437921	 0.882054361	 1.780016019	 6.137909825	 3.299759333	11.876922914	 2.654711932	 1.173100207	 0.037275687	 1.455918811	39.247163493	 0.008988151	 0.142239454	17.214233557
PM.AU.0007.T.genes.results	 2.654711932	 0.008988151	 0.037275687	 0.223686163	 0.348681526	 2.195042217	 6.137909825	 0.551568493	 1.455918811	39.247163493	17.214233557	 3.299759333	 1.780016019	 4.513986777	 0.882054361	 1.173100207	11.876922914	 0.037275687	 0.142239454	 8.924437921
PM.PS.0015.T.genes.results	11.876922914	 0.551568493	 0.037275687	 0.348681526	 1.455918811	 4.513986777	 1.173100207	 2.654711932	 3.299759333	 6.137909825	 0.142239454	17.214233557	 2.195042217	 0.882054361	 0.037275687	 1.780016019	39.247163493	 0.008988151	 0.223686163	 8.924437921
PM.PU.1007.T.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.348681526	 1.455918811	 1.173100207	 0.882054361	 2.654711932	 1.780016019	11.876922914	 0.049425531	 8.924437921	 3.299759333	 0.551568493	 0.142239454	 2.195042217	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.PS.0004.T.genes.results	 1.61796741	 0.22368616	 0.01705700	 0.34868153	 0.88205436	 6.13790983	 1.17310021	 2.65471193	 1.61796741	17.21423356	 0.14223945	 8.92443792	 3.29975933	 2.19504222	 0.04942553	 4.51398678	39.24716349	 0.01705700	 0.55156849	11.87692291
PM.AU.0031.T.genes.results	 8.924437921	 2.654711932	 0.008988151	 0.551568493	 1.455918811	 4.513986777	 1.173100207	 3.299759333	 2.195042217	17.214233557	 0.142239454	11.876922914	 1.780016019	 0.882054361	 0.049425531	 6.137909825	39.247163493	 0.025125843	 0.348681526	 0.223686163
PM.PS.0020.T.genes.results	 3.299759333	 0.223686163	 0.008988151	 0.551568493	 1.455918811	 6.137909825	 0.882054361	 2.195042217	 1.780016019	11.876922914	 0.142239454	17.214233557	 4.513986777	 1.173100207	 0.025125843	 8.924437921	39.247163493	 0.049425531	 0.348681526	 2.654711932
PM.AS.0005.T.genes.results	17.21423356	 0.88205436	 0.03727569	 0.28618384	 0.55156849	 1.98752912	 4.51398678	 1.31450951	 1.31450951	 6.13790983	 0.03727569	 8.92443792	 1.98752912	 3.29975933	 0.03727569	 2.65471193	39.24716349	 0.03727569	 0.28618384	11.87692291
PM.AS.0043.T.genes.results	 2.654711932	 1.455918811	 0.025125843	 0.049425531	 0.348681526	 1.780016019	 6.137909825	 0.551568493	 1.173100207	17.214233557	 0.882054361	 8.924437921	 3.299759333	 4.513986777	 0.182962808	 2.195042217	39.247163493	 0.008988151	 0.182962808	11.876922914
PM.AU.0013.T.genes.results	 6.137909825	 0.049425531	 0.049425531	 0.716811427	 0.716811427	 3.299759333	 2.195042217	 1.455918811	 1.780016019	17.214233557	 0.286183845	 4.513986777	 1.173100207	 2.654711932	 0.008988151	11.876922914	39.247163493	 0.049425531	 0.286183845	 8.924437921
PM.PS.0047.T.genes.results	 6.13790983	 0.34868153	 0.01705700	 0.22368616	 1.31450951	 2.19504222	 2.65471193	 1.78001602	 1.31450951	11.87692291	 0.55156849	 8.92443792	 4.51398678	 3.29975933	 0.04942553	 0.88205436	39.24716349	 0.01705700	 0.14223945	17.21423356
PM.AS.0037.T.genes.results	 8.92443792	 0.34868153	 0.09583249	 0.22368616	 0.55156849	 3.29975933	 4.51398678	 1.45591881	 1.78001602	11.87692291	 0.01705700	17.21423356	 2.19504222	 1.17310021	 0.09583249	 2.65471193	39.24716349	 0.01705700	 0.88205436	 6.13790983
PM.PS.0043.T.genes.results	 3.299759333	 0.348681526	 0.008988151	 0.223686163	 0.882054361	 4.513986777	 2.654711932	 1.455918811	 1.173100207	 8.924437921	 0.142239454	11.876922914	 6.137909825	 1.780016019	 0.037275687	 2.195042217	39.247163493	 0.037275687	 0.551568493	17.214233557
PM.PS.0045.T.genes.results	 3.299759333	 0.142239454	 0.008988151	 0.551568493	 0.882054361	 1.780016019	 4.513986777	 1.455918811	 2.654711932	 6.137909825	 0.348681526	17.214233557	 8.924437921	 2.195042217	 0.223686163	 1.173100207	39.247163493	 0.025125843	 0.049425531	11.876922914
PM.PS.0038.T.genes.results	 4.513986777	 0.551568493	 0.049425531	 0.348681526	 1.780016019	 3.299759333	 1.173100207	 2.195042217	 0.882054361	 8.924437921	 0.142239454	17.214233557	 6.137909825	 1.455918811	 0.025125843	 2.654711932	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.PS.0017.T.genes.results	 1.17310021	 0.22368616	 0.01705700	 0.88205436	 0.34868153	11.87692291	 0.55156849	 2.65471193	 2.19504222	 6.13790983	 1.78001602	17.21423356	 3.29975933	 1.45591881	 0.04942553	 8.92443792	39.24716349	 0.01705700	 0.14223945	 4.51398678
PM.AU.0026.T.genes.results	 1.61796741	 0.22368616	 0.04942553	 0.55156849	 0.88205436	 6.13790983	 1.17310021	 2.65471193	 2.19504222	17.21423356	 0.14223945	 8.92443792	 3.29975933	 1.61796741	 0.01705700	 4.51398678	39.24716349	 0.01705700	 0.34868153	11.87692291
PM.AU.0051.T.genes.results	17.214233557	 1.455918811	 0.037275687	 0.348681526	 4.513986777	 2.424877075	 1.780016019	 3.299759333	 1.027577284	 6.137909825	 0.037275687	11.876922914	 2.424877075	 0.551568493	 0.182962808	 1.027577284	39.247163493	 0.008988151	 0.182962808	 8.924437921
PM.AU.0015.T.genes.results	 8.924437921	 1.455918811	 0.008988151	 0.223686163	 0.882054361	 3.299759333	 2.654711932	 1.780016019	 1.173100207	 6.137909825	 0.049425531	11.876922914	 4.513986777	 0.551568493	 0.049425531	 2.195042217	39.247163493	 0.049425531	 0.348681526	17.214233557
PM.AS.0033.T.genes.results	 6.137909825	 0.223686163	 0.142239454	 0.348681526	 0.551568493	 3.299759333	 4.513986777	 0.882054361	 2.654711932	11.876922914	 1.173100207	 8.924437921	 2.195042217	 1.617967415	 0.025125843	 1.617967415	39.247163493	 0.008988151	 0.049425531	17.214233557
